Blockbuster,Crime/Mystery,Factual,Fantasy/SciFi,Feel Good,STARS,Thrill Factor,Title,Title with year removed,Type,Url,Words In Title,Year,Year  Filter,Year  Filter (copy),Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Duration,Family,Fantasy,Film Noir,Game Show,History,Horror,Imdb Rating,Music,Musical,Mystery,News,Number of Records,Rating Count,Reality TV,Romance,Sci Fi,Short,Sport,Talk Show,Thriller,War,Western
Yes,Yes,No,No,No,3.5 stars,No,Like a dragon (2007),Like a dragon ,video.movie,http://www.imdb.com/title/tt0991243/,like a dragon,"2,007",2007,2007,1,0,0,0,0,0,1,0,1,6600,0,0,0,0,0,0,6.4,0,0,0,0,1,899,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Blood Work (2002),Blood Work ,video.movie,http://www.imdb.com/title/tt0309377/,blood work,"2,002",2002,2002,1,0,0,0,0,0,1,0,1,6600,0,0,0,0,0,0,6.4,0,0,0,0,1,29446,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,The Punisher (2004),The Punisher ,video.movie,http://www.imdb.com/title/tt0330793/,the punisher,"2,004",2004,2004,1,0,0,0,0,0,1,0,1,7440,0,0,0,0,0,0,6.4,0,0,0,0,1,101807,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,The Losers (2010),The Losers ,video.movie,http://www.imdb.com/title/tt0480255/,the losers,"2,010",2010,2010,1,0,0,0,0,0,1,0,1,5820,0,0,0,0,0,0,6.4,0,0,0,0,1,62886,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Colombiana (2011),Colombiana ,video.movie,http://www.imdb.com/title/tt1657507/,colombiana,"2,011",2011,2011,1,0,0,0,0,0,1,0,1,6480,0,0,0,0,0,0,6.4,0,0,0,0,1,60797,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,J.A.G. - Im Auftrag der Ehre (TV Series 1995–2005),J.A.G. - Im Auftrag der Ehre ,video.tv,http://www.imdb.com/title/tt0112022/,j a g im auftrag der ehre tv series,"1,995",1995,1995,1,0,0,0,0,0,1,0,1,3600,0,0,0,0,0,0,6.4,0,0,0,0,1,11521,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,CSI: Miami (TV Series 2002–2012),CSI: Miami ,video.tv,http://www.imdb.com/title/tt0313043/,csi miami tv series,"2,002",2002,2002,1,0,0,0,0,0,1,0,1,2580,0,0,0,0,0,0,6.4,0,0,0,0,1,35740,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Coogans großer Bluff (1968),Coogans großer Bluff ,video.movie,http://www.imdb.com/title/tt0062824/,coogans gro er bluff,"1,968",1968,1968,1,0,0,0,0,0,1,0,1,5580,0,0,0,0,0,0,6.5,0,0,0,0,1,9357,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Superfly (1972),Superfly ,video.movie,http://www.imdb.com/title/tt0069332/,superfly,"1,972",1972,1972,1,0,0,0,0,0,1,0,1,5580,0,0,0,0,0,0,6.5,0,0,0,0,1,3572,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Die Blechpiraten (1974),Die Blechpiraten ,video.movie,http://www.imdb.com/title/tt0071571/,die blechpiraten,"1,974",1974,1974,1,0,0,0,0,0,1,0,1,6300,0,0,0,0,0,0,6.5,0,0,0,0,1,5353,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Ausgelöscht (1987),Ausgelöscht ,video.movie,http://www.imdb.com/title/tt0092997/,ausgel scht,"1,987",1987,1987,1,0,0,0,0,0,1,0,1,5760,0,0,0,0,0,0,6.5,0,0,0,0,1,3693,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Basic - Hinter jeder Lüge eine Wahrheit (2003),Basic - Hinter jeder Lüge eine Wahrheit ,video.movie,http://www.imdb.com/title/tt0264395/,basic hinter jeder l ge eine wahrheit,"2,003",2003,2003,1,0,0,0,0,0,1,0,1,5880,0,0,0,0,0,0,6.5,0,0,0,0,1,43367,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Kalyug (2005),Kalyug ,video.movie,http://www.imdb.com/title/tt0499041/,kalyug,"2,005",2005,2005,1,0,0,0,0,0,1,0,1,7560,0,0,0,0,0,0,6.5,0,0,0,0,1,1250,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Chaos (2005),Chaos ,video.movie,http://www.imdb.com/title/tt0402910/,chaos,"2,005",2005,2005,1,0,0,0,0,0,1,0,1,6360,0,0,0,0,0,0,6.5,0,0,0,0,1,35558,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,The International (2009),The International ,video.movie,http://www.imdb.com/title/tt0963178/,the international,"2,009",2009,2009,1,0,0,0,0,0,1,0,1,7080,0,0,0,0,0,0,6.5,0,0,0,0,1,70770,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Faster (2010),Faster ,video.movie,http://www.imdb.com/title/tt1433108/,faster,"2,010",2010,2010,1,0,0,0,0,0,1,0,1,5880,0,0,0,0,0,0,6.5,0,0,0,0,1,66463,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Dead Man Down (2013),Dead Man Down ,video.movie,http://www.imdb.com/title/tt2101341/,dead man down,"2,013",2013,2013,1,0,0,0,0,0,1,0,1,7080,0,0,0,0,0,0,6.5,0,0,0,0,1,40792,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Pisutoru opera (2001),Pisutoru opera ,video.movie,http://www.imdb.com/title/tt0285906/,pisutoru opera,"2,001",2001,2001,1,0,0,0,0,0,1,0,1,6720,0,0,0,0,0,0,6.5,0,0,0,0,1,989,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Kaante (2002),Kaante ,video.movie,http://www.imdb.com/title/tt0294662/,kaante,"2,002",2002,2002,1,0,0,0,0,0,1,0,1,9000,0,0,0,0,0,0,6.5,0,0,0,0,1,2944,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Hardcastle & McCormick (TV Series 1983–1986),Hardcastle & McCormick ,video.tv,http://www.imdb.com/title/tt0085029/,hardcastle mccormick tv series,"1,986",1986,1986,1,0,0,0,0,0,1,0,1,3600,0,0,0,0,0,0,6.5,0,0,0,0,1,839,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Sweeney 2 (1978),Sweeney 2 ,video.movie,http://www.imdb.com/title/tt0078351/,sweeney,"1,978",1978,1978,1,0,0,0,0,0,1,0,1,6240,0,0,0,0,0,0,6.6,0,0,0,0,1,371,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Heist - Der letzte Coup (2001),Heist - Der letzte Coup ,video.movie,http://www.imdb.com/title/tt0252503/,heist der letzte coup,"2,001",2001,2001,1,0,0,0,0,0,1,0,1,6540,0,0,0,0,0,0,6.6,0,0,0,0,1,25309,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Der Einsatz (2003),Der Einsatz ,video.movie,http://www.imdb.com/title/tt0292506/,der einsatz,"2,003",2003,2003,1,0,0,0,0,0,1,0,1,6900,0,0,0,0,0,0,6.6,0,0,0,0,1,96780,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Spartan (2004),Spartan ,video.movie,http://www.imdb.com/title/tt0360009/,spartan,"2,004",2004,2004,1,0,0,0,0,0,1,0,1,6360,0,0,0,0,0,0,6.6,0,0,0,0,1,24517,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,16 Blocks (2006),16 Blocks ,video.movie,http://www.imdb.com/title/tt0450232/,blocks,"2,006",2006,2006,1,0,0,0,0,0,1,0,1,6300,0,0,0,0,0,0,6.6,0,0,0,0,1,97892,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,8 Blickwinkel (2008),8 Blickwinkel ,video.movie,http://www.imdb.com/title/tt0443274/,blickwinkel,"2,008",2008,2008,1,0,0,0,0,0,1,0,1,5400,0,0,0,0,0,0,6.6,0,0,0,0,1,111495,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Fast & Furious - Neues Modell. Originalteile. (2009),Fast & Furious - Neues Modell. Originalteile. ,video.movie,http://www.imdb.com/title/tt1013752/,fast furious neues modell originalteile,"2,009",2009,2009,1,0,0,0,0,0,1,0,1,6420,0,0,0,0,0,0,6.6,0,0,0,0,1,135247,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Die knallharten Fünf (TV Series 1975–1976),Die knallharten Fünf ,video.tv,http://www.imdb.com/title/tt0072560/,die knallharten f nf tv series,"1,976",1976,1976,1,0,0,0,0,0,1,0,1,3600,0,0,0,0,0,0,6.6,0,0,0,0,1,662,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Make-Up und Pistolen (TV Series 1974–1978),Make-Up und Pistolen ,video.tv,http://www.imdb.com/title/tt0071034/,make up und pistolen tv series,"1,978",1978,1978,1,0,0,0,0,0,1,0,1,3600,0,0,0,0,0,0,6.6,0,0,0,0,1,600,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Das Gesetz bin ich (1974),Das Gesetz bin ich ,video.movie,http://www.imdb.com/title/tt0071866/,das gesetz bin ich,"1,974",1974,1974,1,0,0,0,0,0,1,0,1,6180,0,0,0,0,0,0,6.7,0,0,0,0,1,4165,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Tödliche Weihnachten (1996),Tödliche Weihnachten ,video.movie,http://www.imdb.com/title/tt0116908/,t dliche weihnachten,"1,996",1996,1996,1,0,0,0,0,0,1,0,1,7260,0,0,0,0,0,0,6.7,0,0,0,0,1,52052,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Way of the Gun (2000),Way of the Gun ,video.movie,http://www.imdb.com/title/tt0202677/,way of the gun,"2,000",2000,2000,1,0,0,0,0,0,1,0,1,7140,0,0,0,0,0,0,6.7,0,0,0,0,1,24737,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Straßen in Flammen (1984),Straßen in Flammen ,video.movie,http://www.imdb.com/title/tt0088194/,stra en in flammen,"1,984",1984,1984,1,0,0,0,0,0,1,0,1,5580,0,0,0,0,0,0,6.7,0,0,0,0,1,10091,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Singham (2011),Singham ,video.movie,http://www.imdb.com/title/tt1948150/,singham,"2,011",2011,2011,1,0,0,0,0,0,1,0,1,8580,0,0,0,0,0,0,6.7,0,0,0,0,1,6919,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Smokin' Aces (2006),Smokin' Aces ,video.movie,http://www.imdb.com/title/tt0475394/,smokin aces,"2,006",2006,2006,1,0,0,0,0,0,1,0,1,6540,0,0,0,0,0,0,6.7,0,0,0,0,1,106483,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Baska semtin çocuklari (2008),Baska semtin çocuklari ,video.movie,http://www.imdb.com/title/tt1350909/,baska semtin ocuklari,"2,008",2008,2008,1,0,0,0,0,0,1,0,1,5700,0,0,0,0,0,0,6.7,0,0,0,0,1,772,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Dai si gin (2004),Dai si gin ,video.movie,http://www.imdb.com/title/tt0414931/,dai si gin,"2,004",2004,2004,1,0,0,0,0,0,1,0,1,5400,0,0,0,0,0,0,6.7,0,0,0,0,1,3788,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Death Sentence - Todesurteil (2007),Death Sentence - Todesurteil ,video.movie,http://www.imdb.com/title/tt0804461/,death sentence todesurteil,"2,007",2007,2007,1,0,0,0,0,0,1,0,1,6300,0,0,0,0,0,0,6.8,0,0,0,0,1,52119,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Street Kings (2008),Street Kings ,video.movie,http://www.imdb.com/title/tt0421073/,street kings,"2,008",2008,2008,1,0,0,0,0,0,1,0,1,6540,0,0,0,0,0,0,6.8,0,0,0,0,1,82710,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,French Connection II (1975),French Connection II ,video.movie,http://www.imdb.com/title/tt0073018/,french connection ii,"1,975",1975,1975,1,0,0,0,0,0,1,0,1,7140,0,0,0,0,0,0,6.8,0,0,0,0,1,10089,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Gangster Squad (2013),Gangster Squad ,video.movie,http://www.imdb.com/title/tt1321870/,gangster squad,"2,013",2013,2013,1,0,0,0,0,0,1,0,1,6780,0,0,0,0,0,0,6.8,0,0,0,0,1,133802,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Young Guns - Sie fürchten weder Tod noch Teufel (1988),Young Guns - Sie fürchten weder Tod noch Teufel ,video.movie,http://www.imdb.com/title/tt0096487/,young guns sie f rchten weder tod noch teufel,"1,988",1988,1988,1,0,0,0,0,0,1,0,1,6420,0,0,0,0,0,0,6.8,0,0,0,0,1,34968,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Die Stunde der Patrioten (1992),Die Stunde der Patrioten ,video.movie,http://www.imdb.com/title/tt0105112/,die stunde der patrioten,"1,992",1992,1992,1,0,0,0,0,0,1,0,1,7020,0,0,0,0,0,0,6.9,0,0,0,0,1,65361,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Im Jahr des Drachen (1985),Im Jahr des Drachen ,video.movie,http://www.imdb.com/title/tt0090350/,im jahr des drachen,"1,985",1985,1985,1,0,0,0,0,0,1,0,1,8040,0,0,0,0,0,0,6.9,0,0,0,0,1,8733,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Vier Brüder (2005),Vier Brüder ,video.movie,http://www.imdb.com/title/tt0430105/,vier br der,"2,005",2005,2005,1,0,0,0,0,0,1,0,1,6540,0,0,0,0,0,0,6.9,0,0,0,0,1,85602,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,3.5 stars,No,Nash Bridges (TV Series 1996–2001),Nash Bridges ,video.tv,http://www.imdb.com/title/tt0115285/,nash bridges tv series,"1,996",1996,1996,1,0,0,0,0,0,1,0,1,3600,0,0,0,0,0,0,6.9,0,0,0,0,1,3841,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4 stars,No,Gonin (1995),Gonin ,video.movie,http://www.imdb.com/title/tt0113194/,gonin,"1,995",1995,1995,1,0,0,0,0,0,1,0,1,6540,0,0,0,0,0,0,7.0,0,0,0,0,1,1705,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4 stars,No,Unleashed - Entfesselt (2005),Unleashed - Entfesselt ,video.movie,http://www.imdb.com/title/tt0342258/,unleashed entfesselt,"2,005",2005,2005,1,0,0,0,0,0,1,0,1,6180,0,0,0,0,0,0,7.0,0,0,0,0,1,72374,0,0,0,0,0,0,0,0,0
Yes,Yes,No,No,No,4 stars,No,Traitor (2008),Traitor ,video.movie,http://www.imdb.com/title/tt0988047/,traitor,"2,008",2008,2008,1,0,0,0,0,0,1,0,1,6840,0,0,0,0,0,0,7.0,0,0,0,0,1,44888,0,0,0,0,0,0,0,0,0
